POC ID,POC Name,Won POC Count,WON POC est. HL,FC acc rate,WON POC FC HL,Baseline Nov 23 – Oct 24,LOST POCs,LOST POCs HL,NET NEW POCs,NET NEW POC HL,NET CHURN Rate,Order Classification
40151316,PIZZA & PASTA,1,80,,,,,,1,,,Repeat Order
40151474,ALTER WIRT,1,200,,,,,,1,,,Repeat Order
40151549,R-CAFE GRONAU,1,80,,,,,,1,,,Repeat Order
40151574,SKYLINE LOUNGE,1,20,,,,,,1,,,Repeat Order
40151578,FLO`S KLEINE WELT,1,25,,,,,,1,,,Repeat Order
40151579,BASILICO,1,20,,,,,,1,,,Repeat Order
40151587,WAVE CITY,1,20,,,,,,1,,,Repeat Order
40151616,TITTY TWISTER,1,20,,,,,,1,,,Repeat Order
40151654,SMOKY-LOUNGE,1,20,,,,,,1,,,Repeat Order
40151844,LOCO 55 BAR,1,30,,,,,,1,,,Repeat Order
40151864,MAIERS HOTEL-RESORT,1,30,,,,,,1,,,Repeat Order
40151926,KOMBINAT FÜR FLEISCHKUCHEN,1,20,,,,,,1,,,Repeat Order
40151950,WALHALLA HOTEL,1,50,,,,,,1,,,Repeat Order
40151965,TSCHAKO,1,25,,,,,,1,,,Repeat Order
40152051,CAFE EXTRABLATT GELDERN,1,30,,,,,,1,,,Repeat Order
40152077,HMG EVENTS,1,25,,,,,,1,,,Repeat Order
40152082,MUNICH COWBOYS,1,80,,,,,,1,,,Repeat Order
40152114,HOTEL SPEYER AM TECHNIKMUSEUM,1,25,,,,,,1,,,Repeat Order
40152159,ISTRIA RESTAURANT PIZZERIA,1,40,,,,,,1,,,Repeat Order
40152278,MÖNCHSWALDER BERGBAUDE,1,50,,,,,,1,,,Repeat Order
40152456,CHICKING,1,60,,,,,,1,,,Repeat Order
40152581,TB ASV REGENSTAUF,1,20,,,,,,1,,,Repeat Order
40152641,SPIRIT EVENTCENTER,1,20,,,,,,1,,,Repeat Order
40152685,FEIERBAR,1,60,,,,,,1,,,Repeat Order
40152714,SOLTMANN,1,100,,,,,,1,,,Repeat Order
40153013,SIEBLER HOF,1,25,,,,,,1,,,Repeat Order
40153026,SKAL BISTRO UND MEHR,1,20,,,,,,1,,,Repeat Order
40153027,BISTRO SÜDERLÜGUM,1,20,,,,,,1,,,Repeat Order
40153043,WINDSURFING HAMBURG,1,20,,,,,,1,,,Repeat Order
40153062,SCHWARZE MAGIE,1,20,,,,,,1,,,Repeat Order
40153405,IL PUNTO,1,20,,,,,,1,,,Repeat Order
40153661,SHINWARI,1,50,,,,,,1,,,Repeat Order
